Aggregation Level,Data item,Unit,Pathway,Fuel,Peak/ Annual/ Minimum,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
3,"Residential Sub Total (Appliances, Light)",GW,Counterfactual,Electricity,Min (06:00),3.77602427,4.307293166,4.360563732,4.288863137,4.252826651,4.133835994,3.993791667,3.881128085,3.786496742,3.72346216,3.67498696,3.631764127,3.586381488,3.549125211,3.518466298,3.492273054,3.461930239,3.454589127,3.450350061,3.44621717,3.443798237,3.455120317,3.474451999,3.497611458,3.525210626,3.558776826,3.600827134,3.648809339,3.704092785,3.767924964,3.841248431
3,"Residential Sub Total (Appliances, Light)",GW,Holistic Transition,Electricity,Min (06:00),3.77602427,4.307293166,4.360563732,4.288863137,4.01019283,3.847561853,3.672092154,3.539128707,3.429321176,3.341278132,3.256667585,3.181073409,3.110956367,3.048965281,2.99185064,2.937267254,2.883860749,2.849117533,2.815639041,2.78170217,2.747597296,2.719710854,2.692932042,2.666726981,2.64307144,2.624607804,2.600177758,2.57578269,2.55321097,2.540128605,2.527127934
3,"Residential Sub Total (Appliances, Light)",GW,Five Year Forecast,Electricity,Min (06:00),3.77602427,4.307293166,4.360563732,4.288863137,4.094589987,3.973782807,3.838114797,3.734051372,3.651524466,3.598882248,,,,,,,,,,,,,,,,,,,,,
1,GBFES System Demand: Total Summer Minimum Demand,GW,Hydrogen Evolution,Electricity,Min (14:00),34.074,36.452,36.696,33.88884,35.43971,36.02612,36.497,37.247,37.937,40.85558,39.879,40.924,42.075,43.288,44.485,55.34129,46.9,48.159,49.406,50.633,62.03566,61.99065,53.284,63.23469,55.388,54.692,55.30927,83.69712,55.32,68.55049,56.599
1,GBFES System Demand: Total Summer Minimum Demand,GW,Electric Engagement,Electricity,Min (14:00),34.074,36.452,36.696,33.87302,36.07928,35.91069,36.68254,37.54528,38.69218,39.824,42.87311,42.929,44.839,46.962,49.223,56.65149,54.29591,56.599,58.907,61.013,74.31068,64.451,65.682,66.599,67.365,69.026,69.21273,97.65142,69.175,71.18563,74.32786
1,GBFES System Demand: Total Summer Minimum Demand,GW,Counterfactual,Electricity,Min (14:00),34.088,36.464,36.706,33.87039,35.00186,36.12839,36.54002,37.14075,37.69721,38.52681,39.53121,40.37021,40.9771,42.31454,43.51557,43.566,44.47501,46.46917,47.70234,48.98591,50.67117,50.32764,51.075,52.117,56.40406,54.103,58.71512,57.41736,56.452,57.392,58.762
1,GBFES System Demand: Total Summer Minimum Demand,GW,Holistic Transition,Electricity,Min (14:00),34.074,36.452,36.696,33.87273,36.13328,36.02269,37.01273,38.41599,39.96411,39.762,44.22774,42.161,49.39232,45.904,47.451,56.07962,51.13,51.862,61.68253,55.742,67.11165,69.09589,58.821,58.371,70.07082,86.77912,86.72344,75.30365,60.15,83.69641,96.29297
1,GBFES System Demand: Total Summer Minimum Demand,GW,Five Year Forecast,Electricity,Min (14:00),34.074,36.452,36.696,33.87384,35.31471,36.13412,36.744,37.268,38.129,39.32606,,,,,,,,,,,,,,,,,,,,,
2,GBFES Customer Demand: Commercial including losses,GW,Hydrogen Evolution,Electricity,Min (14:00),12.885,14.065,14.639,13.172,14.262,14.621,14.962,15.413,15.853,16.392,17.026,17.738,18.509,19.323,20.156,21.041,21.936,22.869,23.81,24.747,25.66,26.542,27.381,28.163,28.505,28.792,29.05,29.287,29.529,29.782,30.04
2,GBFES Customer Demand: Commercial including losses,GW,Electric Engagement,Electricity,Min (14:00),12.885,14.065,14.639,13.164,14.66,14.709,15.193,15.696,16.393,17.251,18.187,19.149,20.216,21.327,22.439,23.607,24.848,26.14,27.46,28.81,30.119,31.374,32.309,33.051,33.716,34.231,34.685,35.114,35.447,35.792,36.156
2,GBFES Customer Demand: Commercial including losses,GW,Counterfactual,Electricity,Min (14:00),12.887,14.067,14.64,13.163,14.006,14.554,14.753,15.033,15.33,15.656,16.013,16.492,16.976,17.498,18.086,18.652,19.212,19.875,20.534,21.196,21.868,22.652,23.412,24.162,24.909,25.65,26.178,26.72,27.187,27.772,28.259
2,GBFES Customer Demand: Commercial including losses,GW,Holistic Transition,Electricity,Min (14:00),12.885,14.065,14.639,13.164,14.794,14.944,15.547,16.147,16.82,17.588,18.401,19.206,20.104,21.064,22.026,22.983,23.97,24.966,25.941,26.903,27.742,28.421,29.03,29.596,30.119,30.565,30.983,31.377,31.747,32.046,32.332
2,GBFES Customer Demand: Commercial including losses,GW,Five Year Forecast,Electricity,Min (14:00),12.885,14.065,14.639,13.164,14.207,14.649,15.058,15.252,15.811,16.461,,,,,,,,,,,,,,,,,,,,,
2,GBFES Customer Demand: Direct Transmission Customers,GW,Hydrogen Evolution,Electricity,Min (14:00),0.8,0.8,0.8,0.8,0.8,0.87,0.99,1.12,1.19,1.38,1.5,1.485,1.47,1.455,1.45,1.405,1.36,1.315,1.27,1.225,1.2,1.193,1.186,1.179,1.172,1.165,1.158,1.151,1.15,1.15,1.15
2,GBFES Customer Demand: Direct Transmission Customers,GW,Electric Engagement,Electricity,Min (14:00),0.8,0.8,0.8,0.8,0.8,0.87,0.99,1.12,1.19,1.38,1.5,1.485,1.47,1.455,1.45,1.405,1.36,1.315,1.27,1.225,1.2,1.193,1.186,1.179,1.172,1.165,1.158,1.151,1.15,1.15,1.15
2,GBFES Customer Demand: Direct Transmission Customers,GW,Counterfactual,Electricity,Min (14:00),0.8,0.8,0.8,0.8,0.8,0.87,0.99,1.12,1.19,1.38,1.5,1.485,1.47,1.455,1.45,1.405,1.36,1.315,1.27,1.225,1.2,1.193,1.186,1.179,1.172,1.165,1.158,1.151,1.15,1.15,1.15
2,GBFES Customer Demand: Direct Transmission Customers,GW,Holistic Transition,Electricity,Min (14:00),0.8,0.8,0.8,0.8,0.8,0.87,0.99,1.12,1.19,1.38,1.5,1.485,1.47,1.455,1.45,1.405,1.36,1.315,1.27,1.225,1.2,1.193,1.186,1.179,1.172,1.165,1.158,1.151,1.15,1.15,1.15
2,GBFES Customer Demand: Direct Transmission Customers,GW,Five Year Forecast,Electricity,Min (14:00),0.8,0.8,0.8,0.8,0.8,0.87,0.99,1.12,1.19,1.38,,,,,,,,,,,,,,,,,,,,,
2,GBFES Customer Demand: Industrial including losses,GW,Hydrogen Evolution,Electricity,Min (14:00),12.226,12.848,12.798,11.479,12.097,12.235,12.381,12.497,12.561,12.576,12.545,12.565,12.594,12.596,12.554,12.491,12.485,12.475,12.498,12.581,12.428,12.368,12.299,12.336,13.159,12.053,11.886,11.78,11.779,11.699,12.382
2,GBFES Customer Demand: Industrial including losses,GW,Electric Engagement,Electricity,Min (14:00),12.226,12.848,12.798,11.472,12.407,12.154,12.294,12.489,12.709,12.852,13.026,13.339,13.809,14.404,15.119,16.333,16.953,17.636,18.292,18.789,20.231,19.3,19.391,19.399,19.373,20.43,19.449,19.305,19.28,19.273,20.313
2,GBFES Customer Demand: Industrial including losses,GW,Counterfactual,Electricity,Min (14:00),12.238,12.858,12.807,11.48,11.82,12.312,12.551,12.735,12.845,12.915,13.025,13.087,13.213,13.402,13.365,13.404,13.46,13.507,13.572,13.796,13.947,13.797,13.909,14.016,14.525,14.227,14.505,14.5,14.674,14.877,15.593
2,GBFES Customer Demand: Industrial including losses,GW,Holistic Transition,Electricity,Min (14:00),12.226,12.848,12.798,11.472,12.431,12.165,12.313,12.496,12.594,12.669,12.694,12.777,13.033,13.288,13.437,13.721,14.158,14.285,14.451,14.67,14.578,14.549,14.734,14.675,14.433,14.601,14.781,14.312,14.475,14.427,14.259
2,GBFES Customer Demand: Industrial including losses,GW,Five Year Forecast,Electricity,Min (14:00),12.226,12.848,12.798,11.472,12.07,12.328,12.531,12.678,12.778,12.837,,,,,,,,,,,,,,,,,,,,,
2,GBFES Customer Demand: Residential including losses,GW,Hydrogen Evolution,Electricity,Min (14:00),8.163,8.739,8.459,8.426,8.275,8.213,8.164,8.217,8.333,8.531,8.808,9.136,9.502,9.914,10.325,10.726,11.119,11.5,11.828,12.08,12.263,12.376,12.418,12.404,12.552,12.682,12.761,12.808,12.862,12.938,13.027
2,GBFES Customer Demand: Residential including losses,GW,Electric Engagement,Electricity,Min (14:00),8.163,8.739,8.459,8.426,8.208,8.092,8.024,8.059,8.157,8.341,8.612,8.956,9.344,9.776,10.215,10.647,11.081,11.508,11.885,12.189,12.427,12.584,12.796,12.97,13.104,13.2,13.227,13.253,13.298,13.35,13.403
2,GBFES Customer Demand: Residential including losses,GW,Counterfactual,Electricity,Min (14:00),8.163,8.739,8.459,8.426,8.374,8.39,8.243,8.249,8.287,8.489,8.61,8.851,9.09,9.453,9.721,10.105,10.398,10.84,11.294,11.75,11.994,12.273,12.568,12.76,12.96,13.061,13.178,13.304,13.441,13.593,13.76
2,GBFES Customer Demand: Residential including losses,GW,Holistic Transition,Electricity,Min (14:00),8.163,8.739,8.459,8.426,8.104,7.958,7.853,7.86,7.952,8.125,8.366,8.693,9.07,9.497,9.938,10.383,10.842,11.296,11.704,12.044,12.32,12.576,12.771,12.921,13.019,13.007,12.94,12.862,12.778,12.701,12.615
2,GBFES Customer Demand: Residential including losses,GW,Five Year Forecast,Electricity,Min (14:00),8.163,8.739,8.459,8.426,8.232,8.2,8.165,8.218,8.35,8.576,,,,,,,,,,,,,,,,,,,,,
2,GBFES System Demand: On Grid Electrolysis,GW,Hydrogen Evolution,Electricity,Min (14:00),0,0,0,0.01184,0.00571,0.08712,0,0,0,1.97658,0,0,0,0,0,9.67829,0,0,0,0,10.48466,9.51165,0,9.15269,0,0,0.45427,28.67112,0,12.98149,0
2,GBFES System Demand: On Grid Electrolysis,GW,Electric Engagement,Electricity,Min (14:00),0,0,0,0.01102,0.00428,0.08569,0.18154,0.18128,0.24318,0,1.54811,0,0,0,0,4.65949,0.05391,0,0,0,10.33368,0,0,0,0,0,0.69373,28.82842,0,1.62063,3.30586
2,GBFES System Demand: On Grid Electrolysis,GW,Counterfactual,Electricity,Min (14:00),0,0,0,0.00139,0.00186,0.00239,0.00302,0.00375,0.04521,0.08681,0.38321,0.45521,0.2281,0.50654,0.89357,0,0.04501,0.93217,1.03234,1.01891,1.66217,0.41264,0,0,2.83806,0,3.69612,1.74236,0,0,0
2,GBFES System Demand: On Grid Electrolysis,GW,Holistic Transition,Electricity,Min (14:00),0,0,0,0.01073,0.00428,0.08569,0.30973,0.79299,1.40811,0,3.26674,0,5.71532,0.6,0.6,7.58762,0.8,0,8.31653,0.9,11.27165,12.35689,1.1,0,11.32782,27.44112,26.86144,15.60165,0,23.37241,35.93697
2,GBFES System Demand: On Grid Electrolysis,GW,Five Year Forecast,Electricity,Min (14:00),0,0,0,0.01184,0.00571,0.08712,0,0,0,0.07206,,,,,,,,,,,,,,,,,,,,,
3,Commercial District Heat Summer Min,GW,Hydrogen Evolution,Electricity,Min (14:00),0,0.000519,0.000992,0.001326,0.00199868,0.002489638,0.003339538,0.00420309,0.005074479,0.005947445,0.006821827,0.007680461,0.008541819,0.00940107,0.010240654,0.01103931,0.013145926,0.015231803,0.017310199,0.019381961,0.021444793,0.022976215,0.024486091,0.025986333,0.027477278,0.028979332,0.030264622,0.031545424,0.032838757,0.034160685,0.035497745
3,Commercial District Heat Summer Min,GW,Electric Engagement,Electricity,Min (14:00),0,0.000519,0.000992,0.001326,0.002945,0.003675,0.004511,0.005364,0.006218,0.007073,0.007932,0.008881,0.009835,0.010789,0.01174,0.012687,0.014532,0.016382,0.018237,0.0201,0.021976,0.024216,0.026457,0.028715,0.030967,0.033223,0.036437,0.039645,0.042838,0.046024,0.049294
3,Commercial District Heat Summer Min,GW,Counterfactual,Electricity,Min (14:00),0,0.000519,0.000992,0.001326,0.001221527,0.001509125,0.001931703,0.002366444,0.002809306,0.003259403,0.003715274,0.0045395,0.005371323,0.006203752,0.007013888,0.007781323,0.009590586,0.011381826,0.013171867,0.014969597,0.016768188,0.018501558,0.020209491,0.021898275,0.023569502,0.025228388,0.02647218,0.027709369,0.028967915,0.030266469,0.031573391
3,Commercial District Heat Summer Min,GW,Holistic Transition,Electricity,Min (14:00),0,0.000519,0.000992,0.001326,0.001615,0.002015,0.002656,0.003292,0.003919,0.00454,0.005147,0.005903,0.00666,0.007414,0.008167,0.008931,0.011003,0.013085,0.015182,0.017313,0.019482,0.022039,0.024597,0.027148,0.029697,0.032269,0.034814,0.037355,0.039893,0.042416,0.044989
3,Commercial District Heat Summer Min,GW,Five Year Forecast,Electricity,Min (14:00),0,0.000519,0.000992,0.001326,0.001761,0.002194,0.00291,0.003638,0.004373,0.005109,,,,,,,,,,,,,,,,,,,,,
3,Commercial EV Summer Min,GW,Hydrogen Evolution,Electricity,Min (14:00),0.038984286,0.062843135,0.089601511,0.132795549,0.190428997,0.261740344,0.354074015,0.469330596,0.613589538,0.791425049,1.015855233,1.289354523,1.614241976,1.983370545,2.39021766,2.861683087,3.316071049,3.79384249,4.287203097,4.779460504,5.243441855,5.677309717,6.105281026,6.536118782,6.626103926,6.690107082,6.717750896,6.710182453,6.700809064,6.689769322,6.678123186
3,Commercial EV Summer Min,GW,Electric Engagement,Electricity,Min (14:00),0.038984286,0.062843135,0.089601511,0.132795549,0.189969387,0.263138303,0.357076454,0.474999495,0.62352415,0.808114865,1.04215889,1.329948669,1.676408115,2.075046662,2.525113884,3.050163582,3.572552588,4.151181561,4.783022333,5.444600096,6.06518346,6.645657823,7.021801092,7.361614992,7.658036282,7.849266531,7.987990099,8.093862749,8.084144939,8.074389562,8.066832528
3,Commercial EV Summer Min,GW,Counterfactual,Electricity,Min (14:00),0.038984286,0.062843135,0.089601511,0.132795549,0.2,0.2,0.3,0.4,0.5,0.6,0.7,0.9,1.1,1.3,1.6,1.9,2.2,2.6,3,3.4,3.8,4.3,4.8,5.3,5.8,6.3,6.6,6.9,7.1,7.4,7.6
3,Commercial EV Summer Min,GW,Holistic Transition,Electricity,Min (14:00),0.038984286,0.062843135,0.089601511,0.132795549,0.18762593,0.258087595,0.346735025,0.455480353,0.588758949,0.749084001,0.945262513,1.17632469,1.441528874,1.733914442,2.047944029,2.389268725,2.727010628,3.078512156,3.43953014,3.814640189,4.150283765,4.387389595,4.589274363,4.763057144,4.904708904,4.990895387,5.057006081,5.105536553,5.134754238,5.098687817,5.050100399
3,Commercial EV Summer Min,GW,Five Year Forecast,Electricity,Min (14:00),0.038984286,0.062843135,0.089601511,0.132795549,0.189320802,0.260969888,0.35264265,0.466697588,0.608888791,0.783481208,,,,,,,,,,,,,,,,,,,,,
3,Commercial Heat Pumps,GW,Hydrogen Evolution,Electricity,Min (14:00),0.001817,0.012565,0.035667,0.081525076,0.096293909,0.135715034,0.170282859,0.220128556,0.268966817,0.316785249,0.363853134,0.410804773,0.461292591,0.514195303,0.566980446,0.619941147,0.667446635,0.708589484,0.752483341,0.799047904,0.84465616,0.887838317,0.916496135,0.947352757,0.980351472,1.01526438,1.053699344,1.089723052,1.125223797,1.160959088,1.197280097
3,Commercial Heat Pumps,GW,Electric Engagement,Electricity,Min (14:00),0.001817,0.012565,0.035667,0.081525076,0.157563441,0.226073953,0.279149318,0.355316463,0.439866038,0.527894816,0.6280978,0.736856105,0.850423028,0.967690791,1.086569781,1.208357391,1.338839048,1.468945653,1.600830977,1.73770104,1.873952333,2.00235875,2.098171344,2.183892591,2.265383705,2.330787013,2.384304142,2.43155272,2.475643821,2.517722159,2.556338171
3,Commercial Heat Pumps,GW,Counterfactual,Electricity,Min (14:00),0.001817,0.012565,0.035667,0.081525076,0.110677454,0.152523858,0.179538414,0.214144704,0.249064207,0.28442506,0.319999216,0.356049844,0.404250145,0.454350283,0.50521942,0.555519374,0.595757825,0.637882851,0.682813142,0.731284511,0.781894557,0.830270318,0.872780137,0.915629489,0.959142232,1.003824604,1.046237906,1.078015536,1.105669733,1.132258057,1.155203495
3,Commercial Heat Pumps,GW,Holistic Transition,Electricity,Min (14:00),0.001817,0.012565,0.035667,0.081525076,0.120758696,0.16736135,0.204876314,0.261052652,0.320890697,0.384397857,0.455548445,0.535429025,0.615545869,0.695630933,0.774707621,0.852779368,0.93073855,1.012816356,1.091999592,1.170261129,1.245547745,1.315538696,1.367864944,1.414644835,1.453899661,1.481722278,1.50675942,1.531428699,1.555362896,1.579644617,1.60328122
3,Commercial Heat Pumps,GW,Five Year Forecast,Electricity,Min (14:00),0.001817,0.012565,0.035667,0.081525076,0.110983212,0.154134859,0.186915291,0.234545678,0.280350682,0.326613527,,,,,,,,,,,,,,,,,,,,,
3,Commercial Losses,GW,Hydrogen Evolution,Electricity,Min (14:00),1.054953056,1.082950692,1.143759252,1.07386609,1.135045407,1.142360211,1.169011425,1.204239153,1.238560997,1.280685203,1.330249408,1.385841969,1.446091985,1.509699516,1.574752974,1.643951641,1.713883318,1.786764946,1.860277353,1.933506469,2.004797822,2.073712626,2.139293996,2.200391886,2.227120608,2.249501073,2.269667012,2.288199942,2.307096624,2.3268197,2.347044549
3,Commercial Losses,GW,Electric Engagement,Electricity,Min (14:00),1.054953056,1.082950692,1.143759252,1.073206938,1.166735312,1.149221907,1.187022025,1.226305967,1.280764491,1.347797355,1.420974729,1.496143835,1.579487051,1.666283414,1.753179765,1.844410777,1.941352065,2.042270628,2.145429759,2.250881123,2.353151133,2.451245365,2.524309905,2.5822849,2.63425358,2.6744436,2.70996589,2.743460031,2.769476284,2.7964407,2.824820059
3,Commercial Losses,GW,Counterfactual,Electricity,Min (14:00),1.056878869,1.08419702,1.144104601,1.07217798,1.114280241,1.13722918,1.153224845,1.175096235,1.198193287,1.223466367,1.251202307,1.288455063,1.326179374,1.36727593,1.413525846,1.457934242,1.501925301,1.553974188,1.605693633,1.657510697,1.70984003,1.771115568,1.830709031,1.889491043,1.948154769,2.006284441,2.047721008,2.089926703,2.126421223,2.172257932,2.210168525
3,Commercial Losses,GW,Holistic Transition,Electricity,Min (14:00),1.054953056,1.082950692,1.143759252,1.073206938,1.17744824,1.167576222,1.214689499,1.261577749,1.314169224,1.374132299,1.437688095,1.500541669,1.570748053,1.645736623,1.720855365,1.795647126,1.872777138,1.950574425,2.026762169,2.101895514,2.167479801,2.220512784,2.268128473,2.312354445,2.353201577,2.387997995,2.420687529,2.451456112,2.480411136,2.503768155,2.526126334
3,Commercial Losses,GW,Five Year Forecast,Electricity,Min (14:00),1.054953056,1.082950692,1.143759252,1.073206938,1.130680756,1.144491643,1.176513829,1.220285576,1.262936765,1.312798418,,,,,,,,,,,,,,,,,,,,,
3,Commercial Resistive Heat Summer Min,GW,Hydrogen Evolution,Electricity,Min (14:00),0.412074,0.410941,0.393834,0.382121,0.39502942,0.387833846,0.367922327,0.349479505,0.333247305,0.320437718,0.312225037,0.302306437,0.283160458,0.258483368,0.232207805,0.205309001,0.187861851,0.173007222,0.158570514,0.144197982,0.134019431,0.128393779,0.121306338,0.111828727,0.099059886,0.082839181,0.068037204,0.058488264,0.051017955,0.046741017,0.045286004
3,Commercial Resistive Heat Summer Min,GW,Electric Engagement,Electricity,Min (14:00),0.412074,0.410941,0.393834,0.382121,0.360019,0.349339,0.332072,0.316957,0.305777,0.30064,0.297878,0.292103,0.285992,0.271236,0.249861,0.227786,0.21628,0.206236,0.197217,0.190186,0.187035,0.186612,0.18361,0.176124,0.164717,0.151284,0.137764,0.127202,0.12343,0.122341,0.124925
3,Commercial Resistive Heat Summer Min,GW,Counterfactual,Electricity,Min (14:00),0.412074,0.410941,0.393834,0.382121,0.352628642,0.344825593,0.330465723,0.32219544,0.316675187,0.312196442,0.30956946,0.305441938,0.298957062,0.285389762,0.269497999,0.25160923,0.235719352,0.221805966,0.209083806,0.197780809,0.189479308,0.182640457,0.171895453,0.159259888,0.14548078,0.13044345,0.114908684,0.102922964,0.093727025,0.085425813,0.081824071
3,Commercial Resistive Heat Summer Min,GW,Holistic Transition,Electricity,Min (14:00),0.412074,0.410941,0.393834,0.382121,0.458586,0.447657,0.423077,0.395798,0.366973,0.337966,0.308199,0.26833,0.231191,0.196663,0.164765,0.135499,0.12152,0.108712,0.096718,0.086233,0.079326,0.075457,0.0722,0.070287,0.070366,0.072503,0.073535,0.07469,0.076045,0.077642,0.079121
3,Commercial Resistive Heat Summer Min,GW,Five Year Forecast,Electricity,Min (14:00),0.412074,0.410941,0.393834,0.382121,0.374889,0.366413,0.349418,0.334246,0.321398,0.30941,,,,,,,,,,,,,,,,,,,,,
3,Commercial Storage Heat Summer Min,GW,Hydrogen Evolution,Electricity,Min (14:00),0.001114,0.001068,0.000989,0.000874,0.000905791,0.000844074,0.000779306,0.000710174,0.000636677,0.000558815,0.00047659,0.000353292,0.000243983,0.000148665,6.73378E-05,0,0.003765427,0.008749413,0.013915407,0.018652256,0.022922893,0.027531577,0.031756686,0.035783916,0.039567945,0.042998214,0.046221104,0.049235733,0.052030094,0.054652414,0.057137214
3,Commercial Storage Heat Summer Min,GW,Electric Engagement,Electricity,Min (14:00),0.001114,0.001068,0.000989,0.000874,0.000764,0.000705,0.000628,0.000554,0.00048,0.000407,0.000981,0.001509,0.002178,0.002808,0.003397,0.003944,0.008296,0.012176,0.01562,0.018638,0.021258,0.023965,0.026439,0.028701,0.030698,0.032067,0.033254,0.034203,0.035047,0.03579,0.036305
3,Commercial Storage Heat Summer Min,GW,Counterfactual,Electricity,Min (14:00),0.001114,0.001068,0.000989,0.000874,0.000694101,0.000636693,0.000581694,0.000525157,0.000466288,0.000405671,0.000342722,0.000268116,0.000196424,0.000128229,6.2366E-05,0,0,0,0,0,0,1.1039E-12,1.06975E-12,1.04114E-12,1.00783E-12,9.73472E-13,9.72994E-13,9.74077E-13,9.72586E-13,9.72234E-13,9.72398E-13
3,Commercial Storage Heat Summer Min,GW,Holistic Transition,Electricity,Min (14:00),0.001114,0.001068,0.000989,0.000874,0.001288,0.001216,0.00105,0.000894,0.000748,0.000612,0.001321,0.001835,0.002306,0.002696,0.002949,0.003069,0.006475,0.009482,0.012008,0.014096,0.015778,0.017433,0.018886,0.020142,0.021158,0.021647,0.022055,0.022355,0.022573,0.022748,0.022906
3,Commercial Storage Heat Summer Min,GW,Five Year Forecast,Electricity,Min (14:00),0.001114,0.001068,0.000989,0.000874,0.000816,0.000755,0.000691,0.000625,0.000555,0.000484,,,,,,,,,,,,,,,,,,,,,
3,Commercial Sub Total (Heat components plus losses),GW,Hydrogen Evolution,Electricity,Min (14:00),11.37625519,12.49444232,12.97440022,11.49976984,12.44185588,12.69035318,12.897042,13.16524835,13.39255694,13.67595087,13.99669301,14.34137501,14.69529774,15.04769979,15.38116586,15.69939852,16.03422044,16.38303834,16.72036633,17.0531558,17.38859467,17.72417214,18.04270544,18.30586954,18.505758,18.68220268,18.86436035,19.05983298,19.26005462,19.46840897,19.68000498
3,Commercial Sub Total (Heat components plus losses),GW,Electric Engagement,Electricity,Min (14:00),11.37625519,12.49444232,12.97440022,11.49234369,12.78173757,12.71700762,13.03251456,13.31628082,13.7361755,14.2588475,14.78936649,15.28405431,15.8119021,16.33329844,16.80949766,17.25969747,17.7559688,18.24230903,18.69950171,19.14744927,19.59597745,20.04000952,20.42844631,20.68993773,20.93237397,21.15975988,21.39577403,21.64426302,21.9165966,22.19959311,22.49701985
3,Commercial Sub Total (Heat components plus losses),GW,Counterfactual,Electricity,Min (14:00),11.37625519,12.49444232,12.97440022,11.49234369,12.22667023,12.71684294,12.78693105,12.91825762,13.0627332,13.23180251,13.42862853,13.63771173,13.84135247,14.08424965,14.29022564,14.47960105,14.66868887,14.84983619,15.0235765,15.19437112,15.37006024,15.54954579,15.7166576,15.87533596,16.03267682,16.18404911,16.3422153,16.5209915,16.73245186,16.951742,17.17989995
3,Commercial Sub Total (Heat components plus losses),GW,Holistic Transition,Electricity,Min (14:00),11.37625519,12.49444232,12.97440022,11.49234369,12.84701708,12.9001688,13.35401202,13.76913481,14.22490132,14.7371095,15.24814114,15.71742145,16.23639302,16.78211411,17.3062435,17.79771458,18.30058961,18.79267772,19.25880456,19.69821494,20.06418513,20.38249396,20.68935762,20.98873357,21.28614788,21.57751188,21.86809052,22.1539405,22.43832474,22.72140939,23.0059596
3,Commercial Sub Total (Heat components plus losses),GW,Five Year Forecast,Electricity,Min (14:00),11.37625519,12.49444232,12.97440022,11.49234369,12.39826658,12.71965863,12.98938572,13.35868351,13.68612168,14.06491877,,,,,,,,,,,,,,,,,,,,,
3,Industrial District Heat Summer Min,GW,Hydrogen Evolution,Electricity,Min (14:00),0,0.0000211,0.0000559,0.0000794,0.00012151,0.000160599,0.000226328,0.000278404,0.000322644,0.000365306,0.000406553,0.000450916,0.000492555,0.000536301,0.000599714,0.000704056,0.001016905,0.001350494,0.001691563,0.002039267,0.0023959,0.002724379,0.003074404,0.003434062,0.003803018,0.004160865,0.004503659,0.004850942,0.005185693,0.005491849,0.005782874
3,Industrial District Heat Summer Min,GW,Electric Engagement,Electricity,Min (14:00),0,0.0000211,0.0000559,0.0000794,0.000178,0.00023,0.000292,0.000338,0.000384,0.000428,0.000468,0.000512,0.000551,0.000591,0.000632,0.000679,0.000923,0.001161,0.001395,0.001621,0.001834,0.002085,0.002334,0.002567,0.002805,0.003041,0.003373,0.003713,0.004067,0.004429,0.004706
3,Industrial District Heat Summer Min,GW,Counterfactual,Electricity,Min (14:00),0,0.0000211,0.0000559,5.06964E-05,8.05206E-05,0.000118435,0.000170389,0.00021018,0.00024185,0.000266285,0.000284946,0.000326116,0.000359689,0.000392655,0.000447915,0.000545876,0.000784027,0.001040202,0.001297576,0.00154726,0.001796084,0.002070127,0.002369606,0.002688234,0.00302442,0.003372946,0.00368491,0.004003476,0.004300686,0.004557888,0.004806721
3,Industrial District Heat Summer Min,GW,Holistic Transition,Electricity,Min (14:00),0,0.0000211,0.0000559,0.0000794,0.0000991,0.000127,0.000175,0.000227,0.000288,0.000356,0.000437,0.000565,0.000694,0.000825,0.000957,0.001079,0.001421,0.001752,0.002069,0.002353,0.002598,0.00286,0.00312,0.003389,0.003658,0.003905,0.004148,0.004395,0.004646,0.00491,0.005125
3,Industrial District Heat Summer Min,GW,Five Year Forecast,Electricity,Min (14:00),0,0.0000211,0.0000559,0.0000794,0.000112,0.000148,0.000206,0.000251,0.00029,0.000327,,,,,,,,,,,,,,,,,,,,,
3,Industrial Losses,GW,Hydrogen Evolution,Electricity,Min (14:00),1.001000027,0.989197579,0.999873103,0.935809786,0.962801104,0.955879374,0.967330394,0.97638798,0.981393867,0.982539752,0.980158808,0.981689365,0.98396176,0.984124419,0.98080108,0.975940268,0.975422496,0.974637465,0.976437059,0.982952775,0.9710182,0.966326056,0.960942192,0.963809523,1.028106097,0.941696065,0.928673827,0.920334835,0.920269383,0.914076804,0.967439996
3,Industrial Losses,GW,Electric Engagement,Electricity,Min (14:00),1.001000027,0.989197579,0.999873103,0.935215734,0.987454452,0.9496165,0.960535498,0.975729013,0.992930784,1.004108916,1.017745059,1.0421478,1.078931049,1.125355149,1.181277294,1.276072535,1.324564507,1.377871644,1.429128082,1.467997912,1.580659947,1.507904606,1.515047758,1.515672647,1.513591345,1.596203903,1.519522595,1.508287017,1.506354522,1.505811826,1.587041666
3,Industrial Losses,GW,Counterfactual,Electricity,Min (14:00),1.012929021,0.999882745,1.009563691,0.943671012,0.948018408,0.969408441,0.987748316,1.001833511,1.010101099,1.015330016,1.023629456,1.028226681,1.037919467,1.052420656,1.049382394,1.052215095,1.056640162,1.060324203,1.065461284,1.08304522,1.094979866,1.083352024,1.092224875,1.10069191,1.140602391,1.117389544,1.139173811,1.138841472,1.152478379,1.168316507,1.224302061
